custom_id,input_text,output_text,input_file,output_file,matched
219,"Email 1:
Subject: Invitation to the New Year’s Party                                        Dear David,                    The holidays are just around the corner and to celebrate the festive season, we invite you to our New Year’s Eve Party on December 30th at our office. With a wide range of appetizers, drinks, and live entertainment, it's an event not to be missed.                    Please RSVP before December 20th to confirm your attendance. We look forward to seeing you there.                    Yours sincerely,                    Max
Email 2:
Dear David,                                                                                                                                                                                                                                  Happy New Year!                                                                                               We would like to invite you to our New Year’s party this coming Saturday, December 30th, at our office.                                                                                                                                                                                                                                 With a wide range of appetizers, drinks, and live entertainment, it's an event not to be missed.                                                                                                                                                                                                                                 Please RSVP before December 20th to confirm your attendance. We look forward to seeing you there.                                                                                                                                                                                                                                 Thank you,                                                                                                                                                                                                                                 Yours sincerely,                                                                                                                                                                                                                                 Max                                                                                                                                                                                                                                     

Email 1: Thanks for accepting our invitation to our New Year’s Eve party on December 30th. We are excited to see you there and enjoy the festive season with us.                    Email 2: I have received the RSVP confirmation for our New Year’s party, and I am looking forward to seeing you there. Please feel free to let me know if you
Email 3:
Dear David,
Thank you for confirming your attendance at our New Year's party. We are excited to see you on December 30th and celebrate the festive season together.
Thank you again,
Yours sincerely,
Max
Email 4:
​	Thank you for accepting our invitation to the New Year's party. We are looking forward to celebrating with you and hope you are excited about the event. Please feel free to reach out to us if you have any questions or need assistance with anything. See you there!
Yours sincerely,
Max",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
22,"Email 1:
Hello Owen,                    Our Australian customer wants to ship some powdered milk from Port Botany in Sydney to Tokyo. The contract says 2,500MT, but they might also require 1,500MT of grain. This order will leave in the first week of July. We need your help.                    How much would shipping 4,000MT of both goods together cost, and do you see any risk of port congestion?                    Many thanks,                    Ivy
Email 2:
Hi Ivy,
Good morning.

The order for 2,500MT should be easy to manage.
Regarding the order for 1,500MT of grain, unfortunately, we do not see any vessel available to fit both cargoes in the same vessel. As we are still in June, there are still some free slots available on July, but as the order size is so big, we have limited choices.
That being said, we can manage to fit 1,000MT of milk powder and 1,500MT of grain in the same vessel with the owner of a 10,000dwt M/V which is due to discharge the previous cargo in July. All details about the vessel are as follows:

M/V T1
Type    General Cargo
Flag    Liberia
Call    MOYO
Deadweight    8,600MT
Built    1996
Hold No
Email 3:
Regarding the risk of port congestion in Australia, I'm afraid the situation is getting worse and that it may be difficult to find a slot for such a big order. Also, the railway terminals are overloaded as well.
I know the situation seems very bad. I can only offer you the best available. If you are willing to wait till October, I can offer you a better slot with more space. This way, you will be able to fit more products, or reduce the price.
What do you think?
Email 4:
Thank you for your help. The information you provided is very useful to us. 
We want to ship the 4,000MT cargo in early July. We do not have enough storage capacity, so if we delay the delivery, it may lead to the depreciation of our goods, so I'm afraid we can only choose the original plan.
Also, we will have more orders to deliver in July. Can you please help us?
Waiting for your reply!
Regards,
Ivy
Best regards,
Martin
Email 5:
Hi Ivy,

I understand that you have to deliver the order at the earliest opportunity, and that you can't wait till October. I'll look for a slot in September for you.

Please find attached a quotation for 3,000MT and 4,000MT. We can ship 1,000MT in July and 2,000MT or 3,000MT in August. I can fit 2,000MT on a 6,000dwt M/V which is due to discharge in September and 3,000MT on a 6,500dwt M/V which is due to discharge in September as well.

Do you have a choice of milk powder or grain as the cargo to be shipped in August?
Thank you.

Regards,
Martin","From: henry.williams@johnfoods.com
To: kirkman@johnstonfoods.com
Subject: Cheese Stock Inquiry - 10 Tons
Timestamp: 2024-01-15 09:30
Body: Dear Ms. Kirkman,

I am looking to sell 10 tons of Cheese that we currently have in stock. Would appreciate it if you could let me know your best price for this cheese.

Thank you,
Henry Williams
Managing Director
John Foods Ltd.
Tel: 020-7283-9567

---
From: jonathan@johnstonfoods.com
To: henry.williams@johnfoods.com
Subject: Re: Cheese Stock Inquiry - 10 Tons
Timestamp: 2024-01-15 11:45
Body: Dear Mr. Williams,

Thanks for getting back to me. Our usual price for 10 Tons of Cheese is €2.5 per kilo.

Will you be able to sell it for that price?

Let me know if you have any other questions.

Thanks again,
Jonathan
Johnstone Foods Ltd.
Tel: 020-7447-5128

---
From: henry.williams@johnfoods.com
To: jonathan@johnstonfoods.com
Subject: Re: Cheese Stock Inquiry - 10 Tons
Timestamp: 2024-01-15 14:20
Body: Dear Mr. Jonathan,

I would be able to sell this Cheese to you for €2.5 per kilo, but the quantities would be limited. The minimum order quantity is 10 tons.

Would you be able to offer a better price than this?

Best Regards,
Henry Williams
Managing Director
John Foods Ltd.
Tel: 020-7283-9567
",msgbatch_01TtUmp2URhLGUVULRwFSPfs.jsonl,msgbatch_01VhAya2GdcUf4FqRaNmkrjn.json,True
220,"Email 1:
<START EMAIL C>                    Dear Mr. Jackson,                    We have some steamer forms from Hamburg to Philadelphia. Please give us a freight estimate for 14,500MT of rolled steel.                    We can probably deliver at the end of next week. Please let us know the laytime period.                    Kind regards,                    Alfred
Email 2:
<START EMAIL D>                    Dear Mr. Jackson,                    Thanks for the shipping quote. As we are a bit confused, can you please send us a revised quote based on the following details:                    Number of slabs: 750                    Weight of slabs: 3500MT                    Length of ship: 250 meters                    Delivery point: Hamburg
                    Kind regards,                    Eric

<Email 3>:
<START EMAIL F>                    Dear Mr. Jackson,                    We sent you an email in which we requested a freight quote. However, we did not receive a response to this email.                    We are wondering why we have not received a response?                    Kind regards,                    Greg

<Email 4>:
<START EMAIL C>                    Dear Mr. Jackson,                    We have some steamer forms from Hamburg to Philadelphia. Please give us a freight estimate for 14,500
Email 3:
<START EMAIL F>                    Dear Mr. Jackson,                    We sent you an email in which we requested a freight quote. However, we did not receive a response to this email.                    We are wondering why we have not received a response?                    Kind regards,                    Greg

<Email 4>:
<START EMAIL C>                    Dear Mr. Jackson,                    We have some steamer forms from Hamburg to Philadelphia. Please give us a freight estimate for 14,500

<Email 3>:
 <START EMAIL E>                    Dear Mr. Jackson,                    Please see below.                    Number of slabs: 750                    Weight of slabs: 3500MT                    Length of ship: 250 meters                    Delivery point: Hamburg",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
221,"Email 1:
Ms. Albright,                    We need 2,400MT of sugar, and 3,500MT of soya beans, and 4,500MT of raw sugar from Bracelay. Do you have any offers available?                    Best,                    Maria
Email 2:
Ms. Albright,                    It's Maria again. The answer to your email is no.                    Best,                    Maria",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
222,"Email 1:
Dear Ms. Camacho,                    We have a CPT cargo. It will arrive at Terminal Van Oord in Mexico on September 10, 2020. For transportation to the premises of Montador Casas in Mexico City, we need a company that has good experience in transportation of shipping containers. We need a competitive price and a fast reply.                     With kind regards,                     Christophe
Email 2:
Dear Mr. Christophe,                 We have checked with our forwarding agent and the transport route to Mexico. The road is quite long and the quality of the roads is not very good. For shipping, our agent recommends international forwarders.                     We have many years of experience with international forwarding. We are specialists in shipping all over the world.                     For your containers in Mexico, we are always at your disposal. We will send you a price list. For questions, please contact us. With kind regards, Kaira

<Email 3>:
Dear Ms. Kaira,                      My colleagues have sent us a price list for you. We have read through it. It's very clear. We will take it into account. For now, we have no further questions. We look forward to good cooperation. With kind regards, Christophe

Dear Ms. Kaira,                      The price list that
Email 3:
Dear Ms. Kaira,                      My colleagues have sent us a price list for you. We have read through it. It's very clear. We will take it into account. For now, we have no further questions. We look forward to good cooperation. With kind regards, Christophe

Dear Ms. Kaira,                      The price list that

<Email 3>:
 Dear Ms. Kaira,                      My colleagues have sent us a price list for you. We have read through it. It's very clear. We will take it into account. For now, we have no further questions. We look forward to good cooperation. With kind regards, Christophe

Dear Ms. Kaira,                      The price list that

<Email 4>:
Dear Christophe,                    In accordance with your letter, we are pleased to offer you our shipping services for Mexico. From Vancouver, we have more than 6 daily sailings. From Los Angeles, we have daily departures. Our price list is attached for your perusal.                     You will find competitive prices for all destinations. We also offer express services at very attractive prices.                     We are looking forward to a partnership with you. For any questions, please contact us. With kind regards, Kaira",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
223,"Email 1:
Vessels with origins in Egypt suitable for handling 9,000MT of sulphur from Adabiya to Antwerp are needed immediately.                    Aliza
Email 2:
Hi OSG,
Could you please advise us the best deal which you can offer.
Regards,
Aliza

<
<Email 3>:
Dear Aliza
We offer US 31 per MT C&F cost Bayrampasa. Cost basis: USD 28 FOB st. Lawrence.
Regards
Aytac Yalcin
Container and Bulk booking manager
OSG Shipping AS
N-0578 OSLO, NORWAY
phone: +47 22 81 14 20 fax: +47 22 81 13 40
mob: +47 90 19 37 16 mail: [email protected]
www.ogservice.com
London Office
46 Pall Mall, London, SW1Y 5JL, United Kingdom
phone: +44 20 7379 6430 fax: +44 20
Email 3:
Dear Aliza
We offer US 31 per MT C&F cost Bayrampasa. Cost basis: USD 28 FOB st. Lawrence.
Regards
Aytac Yalcin
Container and Bulk booking manager
OSG Shipping AS
N-0578 OSLO, NORWAY
phone: +47 22 81 14 20 fax: +47 22 81 13 40
mob: +47 90 19 37 16 mail: [email protected]
www.ogservice.com
London Office
46 Pall Mall, London, SW1Y 5JL, United Kingdom
phone: +44 20 7379 6430 fax: +44 20

<Email 3>:
 Dear Aliza
We offer US 31 per MT C&F cost Bayrampasa. Cost basis: USD 28 FOB st. Lawrence.
Regards
Aytac Yalcin
Container and Bulk booking manager
OSG Shipping AS
N-0578 OSLO, NORWAY
phone: +47 22 81 14 20 fax: +47 22 81 13 40
mob: +47 90 19 37 16 mail: [email protected]
www.ogservice.com
London Office
46 Pall Mall, London, SW1Y 5JL, United Kingdom
phone: +44 20 7379 6430 fax: +44 20

3. (1 point) Use the following two pieces of information to solve problems 6 through 10.   
 6) Use logarithms",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
224,"Email 1:
Hi Mr. Pal,                    Could you please advise if we can deliver your import under EXW terms?                   If so, could you provide a copy of the bill of lading as soon as it is available, and make sure you've sent a pre-arrival notification of the cargo and owner's details, so that we can facilitate berth preparations and other documentation.                   Looking forward to hearing from you,                   Yi-shen
Email 2:
Hi Yi-shen,                           We can deliver your import cargo under EXW terms, in fact, our suppliers can sell our product under CIF terms, but our cargo are already loaded, and I think our transportation cost under CIF may be higher than ex-works.                           I would like to ask you if we can provide you with a copy of B/L before arrival, could you advise on whether this will be a problem for you.                           As for other documentation, we are not sure how to fill it in, because we only supply high technology component, and your export will be the final user.                           Many thanks for your kind assistance.                           Regards,                           Terry

<Email 3>:
Hi Terry,                         We do require a copy of the bill of lading to be sent to us before arrival.                           As for the final user, we don't mind, but we will need the
Email 3:
Hi Terry,                         We do require a copy of the bill of lading to be sent to us before arrival.                           As for the final user, we don't mind, but we will need the

<Email 3>:
 (Continued)                                       information on the final user on the bill of lading, and we would like to know the manufacturer of the products as well, which I will need you to provide us with.                          Regards,                          Yi-shen
Email 4:
(Continued)                          Hi Yi-shen,                          Thanks for your reply.                          We are very sorry, but I am afraid we are unable to provide you with the final user, because the purchase of our product is for internal use only.                          As for the name of the manufacturer, we are afraid that we are not allowed to disclose such information.                          We are very sorry that we cannot help you.                          Best Regards,                          Terry
Email 4:
 (Continued)                         Hi Yi-shen,                         Thanks for your reply.                         We are very sorry, but I am afraid we are unable to provide you with the final user, because the purchase of our product is for internal use only.                         As for the name of the manufacturer, we are afraid that we are not allowed to disclose such information.                         We are very sorry that we cannot help you.                         Best Regards,",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
225,"Email 1:
Hi Marsha,                    We have a container shipment from New York to Busan for your client. Can you provide a quote?                    Best,                    Grace
Email 2:
Hi Grace,                  Thank you. Can you please provide the info below?                  Quote (Port to Port + Container Storage Charges) 30ft, 40ft, or 40ft HC? Container Size 30ton, 40ton or 40ton+ 10,000kg   Weight (lb)                  Please provide the details including charges and taxes.    Thank you in advance!     Best,    Ben

Hi Grace,                  I just talked to our Account Manager.    - 20' GP = 25,800  - 40' GP = 51,200  - 40' HC = 53,300 Please send the quote including charges and taxes.    Thank you.  Best,   Ben

<Email 1>:
Hi Marsha,                        We have a container shipment from Busan to Boston for your client. Can you provide a quote
Email 3:
Hi Grace,                        Thank you. Can you please provide the info below?                        Quote (Port to Port + Container Storage Charges)                        20' GP, 40' GP or 40' HC? Container Size                            30ton, 40ton or 40ton+ 10,000kg   Weight (lb)                            Please provide the details including charges and taxes.                        Thank you in advance!                            Best,                            Ben",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
226,"Email 1:
<BEGIN EMAIL C>                    Hi Thomas,                    Could you please confirm whether you can handle 1000MT of boric acid from Khor Fakkan to Las Palmas? Also, if the ETA is delayed, what is your demurrage rate?
Email 2:
<BEGIN EMAIL C>                    Hi Thomas,                    Thank you for confirming the details. Now, I want to ask you for some other information. You mentioned on the previous email that the vessel sails on 14/1/2023. Is this confirmed?

<Email 3>
<BEGIN EMAIL C>                    Hi Thomas,                    Thank you for providing more information. Can you please share the draft in your port? We will update the information.

<Email 4>
<BEGIN EMAIL C>                    Hi Thomas,                    Thank you for the ETA. Could you please provide more details, such as the ETA to the CFS, the demurrage rate, and whether you can handle 1000MT of boric acid from Khor Fakkan to Las Palmas?

<Email 5>
<BEGIN EMAIL C>                    Hi Thomas,                    Thank you for confirming. Please send us your
Email 3:
Hi Thomas,
Thank you for providing more information. Can you please share the draft in your port? We will update the information. 


Another Story. 
This one has some errors.",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
227,"Email 1:
To Whom It May Concern,                    I urgently need a vessel to handle 12,000MT of flammable solid from Tabuk to Ulsan. Please advise if you have vessels with a special coating and comply with all the necessary documentation, or can someone direct me to another shipping line?                    I look forward to your response,                    Sincerely,                    Lloyd
Email 2:
From: wanjia@mail.remail.net  
                  To: lloyd@wiremail.com  
                  CC: han@hello.com  
                  Date: 12-12-2020 10:03 PM  
                  
                  Hey, Lloyd! 
  
               I think this would be a good opportunity for our two businesses. Please take a look at our homepage: www.remiall.com. We've just moved to a new headquarters in the U.S. We provide many other kinds of shipping services. Please visit us and let me know what you think. 
  
               All the best! 
  
               Wanjia",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
228,"Email 1:
Dear Mr. Mondly,                    We’re exploring options for a 60,000MT shipment of palm oil from Salalah to Ennore. Can you confirm your line-up, and do you have any availability next month?                    Warm regards,                    Ryan
Email 2:
Hi Ryan,       Thank you for your email, and yes please contact me on email :    [email protected]  to discuss your quotation.       Best Regards,
<Email 3>:
Dear Ryan,  We would like to express our appreciation for your interest in partnering with us on this project.   Our team is currently finalizing our proposal, which we expect to send over to you within the next two weeks.   Please do not hesitate to contact us with any questions or concerns in the meantime.   We look forward to building a strong relationship with you and your company.   Best regards,   Suzette

<Email 4>:
Hi Suzette,  I am pleased to see that you are interested in working with us on this project. We would be happy to provide you with a detailed proposal that outlines our rates and terms. We look forward to hearing back from you",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
229,"Email 1:
Hi Mr. Griffiths,                    We are looking for a vessel to ship 1,200MT of rice from Batumi to Izmir. Can we expect this week?                    Thanks,                    Teagan
Email 2:
To: <Teagan>
         From: <Griffiths>
         Subject: Re: Scopacur Holdings Ltd.                    Hi Teagan,                      My team was trying to meet in Izmir next month to follow up on this shipment. I look forward to meeting you next week.                <Griffiths>                    Kind Regards,                 <Griffiths>

   <Email 3>:                     To: <Griffiths>
                     From: <Teagan>
                     Subject: Re: Scopacur Holdings Ltd.                    <Email 2>                      Hi Mr. Griffiths,                    It would be my pleasure to show you around our facility when you come to Izmir next week. I will be in the office the whole week and we can organize a tour at the end of the week, so that the plant is not too busy. Will you",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
23,"Email 1:
Hi Mr. Smith,                    Plase confirm if your vessel can take 1,500 bags of cement from Muuga to Petromax??? Please provide a freight quote by 6 September. Also, do you forsee any exra pilotage charges?                    Kind regards,                    Bhanu
Email 2:
Hi Bhanu,                        Please find my freight estimate attached.                    All the best.                        Bob.


Did it involve any ethical issues?

Yes

Why?

Yes

Why?

If Mr Smith was aware that the number of bags ordered was too many for the vessel to carry then he would have mentioned it

Therefore you may want to include something in your email about the number of bags of cement and how this will impact on your freight estimate

<Email 3>:
Dear Bhanu,                        Regarding the quantity of bags of cement I will need to charge more for delivery to Petromax.                    Please confirm you are happy with the 1,000 bags.                    Kind regards,                    Bob.

Did it involve any ethical issues?

Yes

Why?

The goods could be delivered via a ship that was carrying more bags, therefore you may want to suggest in your email that you will charge
Email 3:
Dear Bhanu,                        Regarding the quantity of bags of cement I will need to charge more for delivery to Petromax.                    Please confirm you are happy with the 1,000 bags.                    Kind regards,                    Bob.

Did it involve any ethical issues?

Yes

Why?

The goods could be delivered via a ship that was carrying more bags, therefore you may want to suggest in your email that you will charge

<Email 3>:
 Dear Bhanu,                        Regarding the quantity of bags of cement I will need to charge more for delivery to Petromax.                    Please confirm you are happy with the 1,000 bags.                    Kind regards,                    Bob.

Did it involve any ethical issues?

Yes

Why?

The goods could be delivered via a ship that was carrying more bags, therefore you may want to suggest in your email that you will charge more if the goods are delivered in less bags than the previous order.
Email 4:
Dear Bob,                        Thanks for your email. The number of bags of cement has not changed, you may have made a mistake in your original estimate?                        Please confirm by 7 September.                        Regards,                    Bhanu

Did it involve any ethical issues?

Yes

Why?

You may be charging a premium for the service","From: kris.anderson@shipper.com
To: li.mei@oceanfreight.com
Subject: TENDER FOR 6000MT MALABO TO CAPE TOWN
Timestamp: 2024-04-20 09:15
Body: Hi Ms. Li,

We have a cargo of 6,000MT to be loaded in Malabo. It must be delivered in Cape Town by 11 May. Would your company be interested in tendering?

Thanks,
Kris

---
From: li.mei@oceanfreight.com
To: kris.anderson@shipper.com
Subject: Re: TENDER FOR 6000MT MALABO TO CAPE TOWN
Timestamp: 2024-04-20 11:30
Body: Dear Kris,

Thanks for your inquiry. Our rate for this shipment is USD 1,500 per MT.

Looking forward to your reply.

Best regards,
Mei Li

---
From: kris.anderson@shipper.com
To: li.mei@oceanfreight.com
Subject: Re: TENDER FOR 6000MT MALABO TO CAPE TOWN
Timestamp: 2024-04-20 13:45
Body: Dear Ms. Li,

The rate is acceptable to us, but we need to confirm the transit time. Could you check your ETA for my customer? We are willing to consider a higher rate if earlier arrival is possible.

Thanks,
Kris

---
From: li.mei@oceanfreight.com
To: kris.anderson@shipper.com
Subject: Re: TENDER FOR 6000MT MALABO TO CAPE TOWN
Timestamp: 2024-04-20 15:20
Body: Dear Kris,

Unfortunately, we cannot guarantee meeting the May 11 ETA. Our vessel has good speed, but if it needs to sail in ballast to Malabo, it will take at least 16 days for the journey. The vessel would need to wait for loading once in Malabo.

Best regards,
Mei Li
",msgbatch_01TtUmp2URhLGUVULRwFSPfs.jsonl,msgbatch_01VhAya2GdcUf4FqRaNmkrjn.json,True
230,"Email 1:
Hi there,                    We need to ship 10,000MT of cocoa beans from Ghana to Douala, with prompt loading and discharge. Can you help?                    Regards,                    Doug
Email 2:
Hi Doug,                    We need to ship 10,000MT of cocoa beans from Ghana to Douala, with prompt loading and discharge. Can you help?                    Regards,                    Doug

<Email 3>:
Hi there,                    We need to ship 10,000MT of cocoa beans from Ghana to Douala, with prompt loading and discharge. Can you help?                    Regards,                    Doug

<Email 4>:
Hi Doug,                    We need to ship 10,000MT of cocoa beans from Ghana to Douala, with prompt loading and discharge. Can you help?                    Regards,                    Doug

<Email 5>:
Hi there,                    We need to ship 10,000MT of cocoa beans from Ghana to Douala, with prompt loading and discharge. Can you help?                    Regards,                    Doug

<Email 6>:
Hi Doug,",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
231,"Email 1:
Hello Mr. Fowler,                    US West Coast steel product has seen a hike of $150 per tonne and $20 increase for Russia scrap from China.                    My advice is to confirm your booking with your forwarder.                    Let me know if you need my help.                    Regards,                    Charlotte
Email 2:
I'll be waiting for your confirmation on booking with your forwarder as soon as possible.                    Thank you,                    Charlotte

<Email 3>:
Hi,                    I'm trying to reach out to you via email but you have not replied back to me.                    Would you please send me an email back? I'm very much eager to work with you.                    Best regards,                    Charlotte

<Email 4>:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                    I understand you need to be making a decision, could you tell me what kind of products you are looking for?                    Please let me know if you have any questions.                    Sincerely,                    Inche Lee

<Email
Email 3:
Hi,                    I'm trying to reach out to you via email but you have not replied back to me.                    Would you please send me an email back? I'm very much eager to work with you.                    Best regards,                    Charlotte

<Email 4>:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                    I understand you need to be making a decision, could you tell me what kind of products you are looking for?                    Please let me know if you have any questions.                    Sincerely,                    Inche Lee

<Email

<Email 3>:
 How are you today?                Would you please send me an email back? I'm very much eager to work with you.                Best regards,                Charlotte
Email 4:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                    I understand you need to be making a decision, could you tell me what kind of products you are looking for?                    Please let me know if you have any questions.                    Sincerely,                    Inche Lee

<Email
Email 3:
Hi,                    I'm trying to reach out to you via email but you have not replied back to me.                    Would you please send me an email back? I'm very much eager to work with you.                    Best regards,                    Charlotte

<Email 4>:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                    I understand you need to be making a decision, could you tell me what kind of products you are looking for?                    Please let me know if you have any questions.                    Sincerely,                    Inche Lee

<Email

<Email 3>:
 How are you today?                Would you please send me an email back? I'm very much eager to work with you.                Best regards,                Charlotte

<Email 4>:
 Dear Sir,                Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                I understand you need to be making a decision, could you tell me what kind of products you are looking for?                Please let me know if you have any questions.                Sincerely,                Inche Lee

<Email
Email 3>:
Hi,                    I'm trying to reach out to you via email but you have not replied back to me.                    Would you please send me an email back? I'm very much eager to work with you.                    Best regards,                    Charlotte

<Email 4>:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you
Email 5:
I sent you a response yesterday. Can you please reply back and let me know if it has not arrived?

<Email 6>:
How are you today?                Would you please send me an email back? I'm very much eager to work with you.                Best regards,                Charlotte
Email 4>:
Dear Sir,                    Thanks for your email, I don't think we've ever been in direct contact but I'm sure you are probably looking for long-term supply arrangement. If it is the case, we might be able to provide it.                    I understand you need to be making a decision, could you tell me what kind of products you are looking for?                    Please let me know if you have any questions.                    Sincerely,                    Inche Lee

<Email
Email 3>:
Hi,                    I'm trying to reach out to you via email but",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
232,"Email 1:
Hey Gregory,                    We have a request for a 10,000MT shipment of black steel from Xiamen to Mumbai. Please send your best price estimate by the end of the week.                    Yours sincerely,                    Satiya
Email 2:
Hi, Gregory,                 I work for Everwin trading co. LTD. I am looking for 5000 tonnes of 25mm (round/ square) reinforcing bars. We are willing to make the payment by tt(48hrs in advance) / by irrevocable LOI before shipment. Can you assist in this regard ? If you are interested kindly revert with your firm's full business profile and offer.                 Best regards,                 Aniruddha


<Email 3>:
Dear Sir/Madam,             We have a request for 10,000MT shipment of Black steel from India to Nigeria. Please send your best price quote by the end of the week.                        Regards,                         Lalya

<Email 4>:
Hello,               I am interested in your company. We require steel and we would like to deal with you for as long as we can",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
233,"Email 1:
Good morning Mr. McArthur,                    We’re loading 3,800MT of mixed scrap metals from the UK to Africa. Please let me know if you have a vessel free on the 12th November, and what is your standard demurrage rate?                    Best wishes,                    Carmen
Email 2:
Email 1, Mr. McArthur,
As per your email, we confirm the purchase of your 3,800MT mixed scrap metal, and payment is being processed, awaiting your vessel’s free-in instructions. Please advise how you wish us to make payment.
Best wishes,
Meredith",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
234,"Email 1:
Dear Kim,                    Please quote FOB Go-Tan cargo of methanol bound for US West Coast.                    What are the potential charges for the transshipment to Lome port?                    Can you also inform about the port dues and tax?                    Thanks.                    Nurani
Email 2:
Dear Nurani,
See following and the price per ton is equivalent to $750 FOB Tanjung Priok on my local currency, inclusive of everything.
Sincerely yours,
Kim
------------------------------------------------------------------------",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
235,"Email 1:
Hiya Jason,                    I’m in Singapore, could you give me a call when you’re free?                You have 5 emails in your inbox, 2 emails need your action and another 3 are from mailing lists. But the most important is:    #4 - 4 people need help on a supply chain issue.                    You should reply as soon as possible                    Responding to Emails in English is one of the skills employers look for in job candidates. To succeed in this task, it’s essential to show your ability to communicate professionally and effectively.                    The Common Errors quiz is here to help you:                        Just click on the common error to select it!                    Remember to write your answers in complete sentences in the spaces below.                    
            <HTML>              <BODY BGCOLOR=""#FFFFFF"" LINK=""#0000FF"" VLINK=""#800080"" ALINK=""#A
Email 2:
<Email 3>:
<Email 4>:
<Email 5>:
```
Email 3:
<Email 4>:
<Email 5>:
```

<Email 3>:
 ```
```
Email 4:
<Email 5>:
```
Email 3:
<Email 4>:
<Email 5>:
```

<Email 3>:
 ```
```

<Email 4>:
  ```
```
```
```
<Email 5>:
```
```
```",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
236,"Email 1:
Dear Mr. Smith,                    We need a 15,000MT cargo of diesel to ship from Fujairah to Abidjan. Kindly provide your best terms and confirm on any delays in transit that could affect laytime.                    Thanks,                    Bonnie
Email 2:
*Dear Bonnie*                      Thanks for the inquiry. You can get more information about the position from my contacts in the company below:                    *Company:*  X                     *Cargo Name:*  Oil Ship                     *Gross Tonnage:* 15,000 MT                     *Freight Rate:* 0.0000 USD/MT                     *Flag:* Greek                     *Type:* Tanker                     *Flag:* Cyprian                     *Class Society:* Norwegian                     *Operational Area:* West Africa                     *Gross Tonnage:* 100,000MT                     *Estimated Time of Delivery:* Immediately                      *Open for Offshore Charter:* Yes                     Please note that this is a third party advertisement. Thanks.                     Will.
Email 3:
*Dear Larry*                         Thanks for the inquiry. You can get more information about the position from my contacts in the company below:                     *Company:*  X                      *Cargo Name:*  Oil Ship                      *Gross Tonnage:* 15,000 MT                      *Freight Rate:* 0.0000 USD/MT                      *Flag:* Greek                      *Type:* Tanker                      *Flag:* Cyprian                      *Class Society:* Norwegian                      *Operational Area:* West Africa                      *Gross Tonnage:* 100,000MT                      *Estimated Time of Delivery:* Immediately                      *Open for Offshore Charter:* Yes                      Please note that this is a third party advertisement. Thanks.                      Will.",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
237,"Email 1:
Hi Ms. Turner,                    Could you give me a sense of the cost for shipping 5,000MT of bauxite from Brazil to Ashdod? I also need a list of all extra charges and information on the proposed voyage time and space availability.                    Many thanks,                    Shannon
Email 2:
Please send me a confirmation email for your order, and I will send you a quotation within 48 hours after your email. I really hope we can enter the business and have a long term cooperation. Thank you very much!                   Best wishes!                   Paul Daren

</Email 2>
Email 3:
Hi Mr. Daren,                    Thanks for your reply! We will evaluate your offers as soon as possible.                    Best wishes,                    Shannon

</Email 3>

<Email 4>:
Hi Mr. Daren,                    I just got your quotation. This is our offer.                  Please take into consideration:                    1. Payment terms: - 70% T/T advance, 30% balance at sight by L/C or T/T upon B/L copy before shipment, and evidence of insurance upon arrival at destination port.                    2. Shipment from Port: Paranagua.                    3. Shipment Method: Vessel or Break-bulk.                   Please let me know if you have any questions.                   Kind regards,                   Shannon

</Email 4>

<Email 5>:
Hi Mr. and Mrs. Daren,                     Thanks for your quotation. We",,msgbatch_01G6fQaFqdUkjT3o3QYDXvtb.jsonl,,False
